matchId,teamId,playerId,number,tries,metresGained,carries,defendersBeaten,cleanBreaks,passes,offloads,turnoversConceded,tryAssists,points,tackles,missedTackles,turnoversWon,kicksInPlay,conversions,penaltyGoals,dropGoals,throwsWon,lineoutsWon,lineoutSteals,penaltiesConceded,redCards,yellowCards
933877,95,29400,13,1,21,8,3,1,5,1,1,0,5,8,2,0,0,0,0,0,0,0,0,1,0,0
933877,95,30841,19,0,0,3,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
933877,95,31430,9,0,38,9,0,1,88,3,2,1,0,2,4,1,7,0,0,0,0,0,0,4,0,0
933877,95,32694,1,0,2,2,2,0,2,0,0,0,0,8,2,1,0,0,0,0,0,0,0,1,0,0
933877,95,32913,11,0,45,7,2,0,4,2,1,0,0,2,4,0,1,0,0,0,0,0,0,1,0,0
933877,95,32983,18,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
933877,95,34474,15,0,52,8,1,0,3,0,0,0,10,3,1,1,1,2,2,0,0,0,0,0,0,0
933877,95,37605,20,0,16,12,2,0,3,2,2,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0
933877,95,38247,23,0,89,4,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0
933878,94,10023,2,0,6,2,0,0,1,0,0,0,0,9,0,0,0,0,0,0,5,0,0,1,0,0
933878,94,10030,3,0,0,3,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
933878,94,17158,14,1,38,8,2,0,6,3,0,0,5,0,2,0,1,0,0,0,0,0,0,1,0,0
933878,94,20064,8,0,70,9,4,1,9,0,0,0,0,5,1,3,1,0,0,0,0,3,0,0,0,0
933878,94,22159,22,1,25,2,1,0,23,1,0,1,5,1,0,0,2,0,0,0,0,0,0,1,0,0
933878,94,23332,18,1,5,4,0,0,4,0,0,0,5,4,3,0,0,0,0,0,0,0,0,1,0,0
933878,94,23338,4,0,13,3,0,1,3,0,4,0,0,7,0,0,0,0,0,0,0,3,0,2,0,0
933878,94,24947,12,0,59,11,1,0,18,3,1,0,15,10,0,1,5,3,3,0,0,0,0,1,0,0
933878,94,24949,16,0,61,6,3,2,6,1,1,2,0,2,2,0,0,0,0,0,9,0,0,0,0,0
933878,94,24998,5,0,10,5,1,0,3,0,0,0,0,14,4,2,1,0,0,0,0,3,0,0,0,0
933878,94,27072,11,0,54,11,4,1,8,1,2,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0
933878,94,28233,21,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0
933878,94,29053,20,0,5,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
933878,94,29423,13,1,64,8,2,2,7,1,1,1,5,8,2,1,1,0,0,0,0,0,0,0,0,0
933878,94,30782,6,0,6,2,0,0,3,0,1,1,0,4,1,0,0,0,0,0,0,2,0,0,0,0
933878,94,30785,17,0,2,3,0,0,5,2,1,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0
933878,94,30916,1,0,4,3,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
933878,94,34935,15,0,130,15,7,1,3,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
933878,94,36013,10,0,49,8,4,0,21,1,1,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0
933878,94,37597,9,1,54,6,1,0,41,3,0,0,5,8,2,0,5,0,0,0,0,0,0,1,0,0
933878,94,37600,19,0,10,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
933878,94,39094,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933878,94,40267,7,0,24,8,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
933878,250,21369,18,0,8,3,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
933878,250,21856,17,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0
933878,250,24968,16,0,11,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,8,0,0,1,0,0
933878,250,25509,8,0,56,12,0,1,11,0,0,0,0,13,2,0,0,0,0,0,0,5,0,1,0,0
933878,250,25548,12,0,60,9,3,1,3,1,2,0,0,6,2,0,3,0,0,0,0,0,0,0,0,0
933878,250,25639,2,0,20,3,0,0,1,0,0,0,0,8,2,1,0,0,0,0,8,0,0,0,0,0
933878,250,25683,7,0,20,9,1,0,6,0,1,0,0,15,2,1,0,0,0,0,0,0,0,0,0,0
933878,250,25876,15,1,110,14,3,0,2,0,3,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0
933878,250,27376,9,0,18,6,3,0,32,2,4,0,0,8,3,0,6,0,0,0,0,0,0,0,0,0
933878,250,27748,13,0,32,6,1,0,1,0,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0
933878,250,28868,11,0,42,5,1,1,4,3,2,0,0,7,2,3,2,0,0,0,0,0,0,0,0,0
933878,250,30667,22,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
933878,250,31908,3,0,20,3,0,1,3,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0
933878,250,32110,14,0,37,5,0,0,3,1,0,0,0,6,2,1,2,0,0,0,0,0,0,0,0,0
933878,250,32825,1,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,0
933878,250,33294,21,0,1,2,0,0,12,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
933878,250,33920,19,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,4,0,0,0,0
933878,250,34132,4,0,0,0,0,0,1,0,0,0,0,12,2,0,0,0,0,0,0,2,0,3,0,1
933878,250,34187,20,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
933878,250,34228,6,0,9,7,1,0,5,1,1,0,0,11,2,1,1,0,0,0,0,3,1,3,0,1
933878,250,35771,23,0,18,3,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
933878,250,40526,5,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0
933878,250,40527,10,0,5,3,5,0,5,1,0,0,8,3,4,0,4,1,2,0,0,0,0,0,0,0
933879,12,20728,13,0,5,4,0,0,4,0,1,0,12,8,4,0,1,3,2,0,0,0,0,0,0,0
933879,12,20842,3,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
933879,12,21456,9,1,8,4,2,0,38,1,2,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0
